land_surface_water__runoff_depth,land_surface_water__runoff_volume_flux,DIRECT_RUNOFF,GIUH_RUNOFF,NASH_LATERAL_RUNOFF,DEEP_GW_TO_CHANNEL_FLUX,SOIL_CONCEPTUAL_STORAGE
0.006183654654535964,17.59248670181022,0.0,0.0,0.0,0.006183654654535964,0.6926914739608765
0.008504898542568952,24.19642151274333,0.0023939693467461627,0.0023939693467461627,0.0,0.00611092919582279,0.6956094281141303
0.006039107990021675,17.181251693497895,0.0,0.0,0.0,0.006039107990021675,0.6956094281141303
0.006787548851759799,19.310564639129623,0.0008193702006324445,0.0008193702006324445,0.0,0.0059681786511273545,0.6975295839134978
0.005898128989529372,16.780166683102625,0.0,0.0,0.0,0.005898128989529372,0.6975295839134978
0.005828947008277985,16.583344067163498,0.0,0.0,0.0,0.005828947008277985,0.6975295839134978
0.00580274152302513,16.508789507347135,4.2120623589631955e-05,4.2120623589631955e-05,0.0,0.0057606208994354985,0.6980275049899083
0.005693139040510298,16.196970635846416,0.0,0.0,0.0,0.005693139040510298,0.6980275049899083
0.0056264899909718395,16.007354206210664,0.0,0.0,0.0,0.0056264899909718395,0.6980275049899083
0.006385949873301922,18.16801624619856,0.0008252873844579074,0.0008252873844579074,0.0,0.005560662488844015,0.6999453586054504
0.00549564544737513,15.635101707998944,0.0,0.0,0.0,0.00549564544737513,0.6999453586054504
0.005431427951782486,15.452403045096021,0.0,0.0,0.0,0.005431427951782486,0.6999453586054504
0.005410396823053932,15.392569520562153,4.239756698469846e-05,4.239756698469846e-05,0.0,0.0053679992560692336,0.7004430027384656
0.005305348779912178,15.093708021130443,0.0,0.0,0.0,0.005305348779912178,0.7004430027384656
0.005243466105618122,14.917651920747792,0.0,0.0,0.0,0.005243466105618122,0.7004430027384656
0.005182340975147404,14.74375103122064,0.0,0.0,0.0,0.005182340975147404,0.7004430027384656
0.0051219632872026915,14.5719766143757,0.0,0.0,0.0,0.0051219632872026915,0.7004430027384656
0.005062323094381327,14.402300369869774,0.0,0.0,0.0,0.005062323094381327,0.7004430027384656
0.005003410600389691,14.234694427264607,0.0,0.0,0.0,0.005003410600389691,0.7004430027384656
0.0049452161573180446,14.069131338273827,0.0,0.0,0.0,0.0049452161573180446,0.7004430027384656
0.00495743693876607,14.103899440168457,6.970667579207009e-05,6.970667579207009e-05,0.0,0.004887730262974,0.7010732961126737
0.00490076744778813,13.942674837223262,6.98238895145034e-05,6.98238895145034e-05,0.0,0.004830943558273626,0.7017034722731593
0.0048447883008773795,13.783414261944587,6.99414761890628e-05,6.99414761890628e-05,0.0,0.004774846824688317,0.7023335308469705
0.0047194309817461646,13.42677290776211,0.0,0.0,0.0,0.0047194309817461646,0.7023335308469705
0.004664687084586583,13.271026615870026,0.0,0.0,0.0,0.004664687084586583,0.7023335308469705
0.004610606321566602,13.117166939447952,0.0,0.0,0.0,0.004610606321566602,0.7023335308469705
0.004557180011917828,12.965169181724953,0.0,0.0,0.0,0.004557180011917828,0.7023335308469705
0.004504399603452547,12.815009011741907,0.0,0.0,0.0,0.004504399603452547,0.7023335308469705
0.004452256670318034,12.666662457962516,0.0,0.0,0.0,0.004452256670318034,0.7023335308469705
0.00440074291079755,12.520105902017145,0.0,0.0,0.0,0.00440074291079755,0.7023335308469705
0.004349850145157275,12.375316072577345,0.0,0.0,0.0,0.004349850145157275,0.7023335308469705
0.004299570313537604,12.232270039356607,0.0,0.0,0.0,0.004299570313537604,0.7023335308469705
0.0042498954738882325,12.090945207235672,0.0,0.0,0.0,0.0042498954738882325,0.7023335308469705
0.004200817799945455,11.95131931050796,0.0,0.0,0.0,0.004200817799945455,0.7023335308469705
0.0041523295792510245,11.813370407243207,0.0,0.0,0.0,0.0041523295792510245,0.7023335308469705
0.004104423211211539,11.677076873766456,0.0,0.0,0.0,0.004104423211211539,0.7023335308469705
0.004057091205197083,11.542417399248663,0.0,0.0,0.0,0.004057091205197083,0.7023335308469705
0.004010326178678536,11.409370980407363,0.0,0.0,0.0,0.004010326178678536,0.7023335308469705
0.003964120855402498,11.277916916314332,0.0,0.0,0.0,0.003964120855402498,0.7023335308469705
0.003918468063602832,11.148034803307425,0.0,0.0,0.0,0.003918468063602832,0.7023335308469705
0.003873360734248177,11.019704530004752,0.0,0.0,0.0,0.003873360734248177,0.7023335308469705
0.0038287918993243244,10.89290627241805,0.0,0.0,0.0,0.0038287918993243244,0.7023335308469705
0.0037847546901508934,10.767620489163624,0.0,0.0,0.0,0.0037847546901508934,0.7023335308469705
0.0037412423357312988,10.643827916768004,0.0,0.0,0.0,0.0037412423357312988,0.7023335308469705
0.0036982481611353315,10.521509565066388,0.0,0.0,0.0,0.0036982481611353315,0.7023335308469705
0.0036557655859136952,10.400646712692012,0.0,0.0,0.0,0.0036557655859136952,0.7023335308469705
0.0036137881225434044,10.281220902653308,0.0,0.0,0.0,0.0036137881225434044,0.7023335308469705
0.0035723093749038927,10.163213937998421,0.0,0.0,0.0,0.0035723093749038927,0.7023335308469705
0.0035313230367824302,10.04660787756314,0.0,0.0,0.0,0.0035313230367824302,0.7023335308469705
0.003490822890408918,9.931385031802384,0.0,0.0,0.0,0.003490822890408918,0.7023335308469705
0.003450802805018727,9.81752795870148,0.0,0.0,0.0,0.003450802805018727,0.7023335308469705
0.003411256735443469,9.705019459766913,0.0,0.0,0.0,0.003411256735443469,0.7023335308469705
0.003372178720728614,9.593842576093447,0.0,0.0,0.0,0.003372178720728614,0.7023335308469705
0.003333562882777841,9.483980584507306,0.0,0.0,0.0,0.003333562882777841,0.7023335308469705
