time,APCP_surface,DLWRF_surface,DSWRF_surface,PRES_surface,SPFH_2maboveground,TMP_2maboveground,UGRD_10maboveground,VGRD_10maboveground,precip_rate
2022-07-16 00:00:00,0.0,373.296,364.8592,96411.28,0.0162632,301.01,-1.3,2.5094000000000003,0.0
2022-07-16 01:00:00,0.0,373.2802,222.7774,96381.28,0.0161376,300.558,-1.9024,1.7284,0.0
2022-07-16 02:00:00,0.78565466,373.2708,82.6566,96376.38,0.0159117999999999,298.06,-1.6284000000000003,0.5488,0.0002182374
2022-07-16 03:00:00,0.0,358.2426,0.0,96365.22,0.016049,295.932,-3.3022000000000005,0.6904,0.0
2022-07-16 04:00:00,0.0,358.2318,0.0,96376.16,0.0159214,295.41,-1.6716000000000002,1.4418,0.0
2022-07-16 05:00:00,0.0,358.2318,0.0,96295.22,0.0156511999999999,294.322,-2.1204,2.051,0.0
2022-07-16 06:00:00,0.79402757,360.25720000000007,0.0,96256.16,0.01607,294.962,-2.6488,2.7,0.00022056322
2022-07-16 07:00:00,0.0,360.25360000000006,0.0,96210.34,0.0155284,295.372,-3.4464,2.7926,0.0
2022-07-16 08:00:00,0.78565466,360.25360000000006,0.0,96361.04,0.011793,292.47200000000004,0.4728,-5.8716,0.0002182374
2022-07-16 09:00:00,0.0,369.7768,0.0,96560.34,0.0130093999999999,291.4,1.8108,-3.4862,0.0
2022-07-16 10:00:00,0.0,369.7768,0.0,96349.62,0.0134095999999999,291.71000000000004,-2.9572000000000003,7.105000000000001,0.0
2022-07-16 11:00:00,0.0,369.7768,1.4014000000000002,96318.66,0.0129606,291.86,1.9952,8.431000000000001,0.0
2022-07-16 12:00:00,0.78565466,393.1692,74.8032,96076.16,0.0118024,292.16,-2.0048000000000004,1.193,0.0002182374
2022-07-16 13:00:00,0.0,393.2026,151.27179999999998,96132.24000000002,0.0116724,293.4,-1.855,2.249,0.0
2022-07-16 14:00:00,0.0,393.2026,226.196,96156.16,0.0128914,295.24,-0.981,5.2048000000000005,0.0
2022-07-16 15:00:00,0.0,397.2102,495.8952000000001,96211.28,0.013182,297.048,0.1978,3.6094,0.0
2022-07-16 16:00:00,0.0,397.2102,630.1107999999999,96235.22,0.0142818,298.51,0.581,2.9,0.0
2022-07-16 17:00:00,0.0,397.2516,735.3942,96250.34,0.0145747999999999,299.206,1.5738,2.2906000000000004,0.0
2022-07-16 18:00:00,0.0,420.1062,818.2880000000001,96210.34,0.0158844,300.30800000000005,1.0810000000000002,2.3884,0.0
2022-07-16 19:00:00,0.0,420.1062,837.9784,96210.34,0.0171148,301.12,1.9,1.2,0.0
2022-07-16 20:00:00,0.59999996,420.1078,827.8422,96180.34,0.0169244,302.01,1.6,1.6514000000000002,0.00016666666
2022-07-16 21:00:00,0.59999996,417.5796,796.811,96131.28,0.016203,302.158,2.0488,2.4212,0.00016666666
2022-07-16 22:00:00,0.6132675,417.5796,667.1694,96081.28,0.0165544,302.25800000000004,-0.9774,3.2,0.00017035208
2022-07-16 23:00:00,0.0,417.575,508.912,96050.34,0.0177938,302.41,-2.4464,3.3,0.0
2022-07-17 00:00:00,0.0,400.758,356.7026,96025.22,0.0156842,302.466,-0.6392,3.1514,0.0
2022-07-17 01:00:00,0.0,400.7476,217.0872,96031.28,0.017464,301.12,-2.4,2.1284,0.0
2022-07-17 02:00:00,0.0,400.7084,79.40720000000002,96005.22,0.0181214,299.73999999999995,-1.6488,2.6094,0.0
2022-07-17 03:00:00,0.0,375.4626,0.0,96031.28,0.0178975999999999,297.692,-1.9,2.781,0.0
2022-07-17 04:00:00,0.0,375.4626,0.0,96030.34,0.0173581999999999,296.802,-1.6536000000000002,2.6,0.0
2022-07-17 05:00:00,0.0,375.4626,0.0,95995.22,0.016149,296.17,-1.2944,2.8022,0.0
2022-07-17 06:00:00,0.0,367.8070000000001,0.0,95971.28,0.0168697999999999,295.57,-2.3716,2.1834,0.0
2022-07-17 07:00:00,0.0,367.8032,0.0,95975.22,0.0163905999999999,294.83000000000004,4.7132000000000005,1.5164000000000002,0.0
2022-07-17 08:00:00,0.0,367.8,0.0,95885.22,0.0159488,294.612,0.062,2.0,0.0
2022-07-17 09:00:00,0.0,362.2058,0.0,95856.16,0.0150676,295.168,1.6188000000000002,3.0252,0.0
