time,APCP_surface,DLWRF_surface,DSWRF_surface,PRES_surface,SPFH_2maboveground,TMP_2maboveground,UGRD_10maboveground,VGRD_10maboveground,precip_rate
2022-07-16 00:00:00,0.4391217,359.774,356.33025000000004,96377.45,0.015609375,299.16875000000005,-0.7595,3.4125,0.00012197825
2022-07-16 01:00:00,3.488614,359.80724999999995,213.64225,96348.125,0.015713,298.77125,-0.7110000000000001,2.8,0.0009690595
2022-07-16 02:00:00,3.0033193,359.822,73.577625,96339.675,0.016225875,296.81875,-0.8,1.9,0.00083425536
2022-07-16 03:00:00,0.01170316,347.0635,0.0,96323.425,0.015628,295.25625,-2.3000000000000003,1.791125,3.2508776e-06
2022-07-16 04:00:00,0.01170316,347.066875,0.0,96319.675,0.0160525,294.99375000000003,-2.0463750000000003,2.3875,3.2508776e-06
2022-07-16 05:00:00,0.023995453,347.066875,0.0,96279.675,0.01574975,294.27750000000003,-1.7624999999999995,2.8310000000000004,6.665404e-06
2022-07-16 06:00:00,3.562077,356.095875,0.0,96225.9,0.0156844999999999,294.3625,-1.3125000000000002,3.626625,0.0009894659
2022-07-16 07:00:00,5.088834,356.095875,0.0,96209.675,0.0155469999999999,294.36,-1.0463749999999998,3.809,0.001413565
2022-07-16 08:00:00,3.0033193,356.095875,0.0,96203.7,0.0149818749999999,293.675,-1.25625,2.872375,0.00083425536
2022-07-16 09:00:00,0.01170316,373.1913750000001,0.0,96330.625,0.01513175,292.8975,-0.1252499999999999,0.8508750000000002,3.2508776e-06
2022-07-16 10:00:00,0.013991345,373.1913750000001,0.0,96301.2,0.0121304999999999,291.21,-2.17475,-7.606750000000001,3.8864846e-06
2022-07-16 11:00:00,0.02696674,373.1913750000001,3.784375,96393.725,0.0123845,291.45500000000004,0.291375,-1.812625,7.490761e-06
2022-07-16 12:00:00,3.5629718,403.746375,70.131625,96204.35,0.0130595,291.33125,-3.310125,5.111750000000001,0.0009897144
2022-07-16 13:00:00,0.0,403.727375,137.767375,96089.65,0.0123135,292.43625,-3.916,3.2491250000000003,0.0
2022-07-16 14:00:00,0.0,403.725875,205.499625,96080.925,0.0124469999999999,293.02374999999995,-2.744125,3.250625,0.0
2022-07-16 15:00:00,0.0,401.9127500000001,472.331,96111.225,0.013197,295.77500000000003,0.25425,4.625375,0.0
2022-07-16 16:00:00,0.0,401.885875,594.72175,96141.2,0.0139844999999999,297.55125,-1.024375,3.16875,0.0
2022-07-16 17:00:00,0.0,401.876,697.81925,96187.45,0.0132314999999999,298.74625000000003,-0.25975,1.96675,0.0
2022-07-16 18:00:00,0.0,411.4775,802.563125,96142.75,0.013328375,299.35875,-0.29525,3.99425,0.0
2022-07-16 19:00:00,0.0,411.4656250000001,813.6543750000001,96129.675,0.0147004999999999,299.6987500000001,0.6637500000000001,2.9054999999999995,0.0
