divide_id,gw_Coeff,gw_Zmax,gw_Expon,bexp_soil_layers_stag=1,bexp_soil_layers_stag=2,bexp_soil_layers_stag=3,bexp_soil_layers_stag=4,ISLTYP,IVGTYP,dksat_soil_layers_stag=1,dksat_soil_layers_stag=2,dksat_soil_layers_stag=3,dksat_soil_layers_stag=4,psisat_soil_layers_stag=1,psisat_soil_layers_stag=2,psisat_soil_layers_stag=3,psisat_soil_layers_stag=4,cwpvt,mfsno,mp,quartz_soil_layers_stag=1,quartz_soil_layers_stag=2,quartz_soil_layers_stag=3,quartz_soil_layers_stag=4,refkdt,slope,smcmax_soil_layers_stag=1,smcmax_soil_layers_stag=2,smcmax_soil_layers_stag=3,smcmax_soil_layers_stag=4,smcwlt_soil_layers_stag=1,smcwlt_soil_layers_stag=2,smcwlt_soil_layers_stag=3,smcwlt_soil_layers_stag=4,vcmx25
cat-2624516,0.005,48.480583191,5.0,21.581951141357422,21.581951141357422,21.581951141357422,21.581951141357422,12,8,1.2519927124679616e-06,1.2519927124679616e-06,1.2519927124679616e-06,1.2519927124679616e-06,0.05429862457264761,0.05429862457264761,0.05429862457264761,0.05429862457264761,0.3537873837820876,2.0,10.84536790418162,0.25,0.25,0.25,0.25,0.5897665944573802,0.34143676710152643,0.5236514930615761,0.5236514930615761,0.5236514930615761,0.5236514930615761,0.1379999965429306,0.1379999965429306,0.1379999965429306,0.1379999965429306,35.10042159412034
cat-2624517,0.005,48.480583191,5.0,21.581951141357422,21.581951141357422,21.581951141357422,21.581951141357422,12,8,3.379067526553404e-06,3.379067526553404e-06,3.379067526553404e-06,3.379067526553404e-06,0.10562229876059652,0.10562229876059652,0.10562229876059652,0.10562229876059652,0.3577309188410906,2.0,10.784282943989732,0.25,0.25,0.25,0.25,0.5382986871065291,0.35202875294027536,0.522456794094051,0.522456794094051,0.522456794094051,0.522456794094051,0.1379999965429306,0.1379999965429306,0.1379999965429306,0.1379999965429306,34.35932097774158
cat-2627932,0.005,48.480583191,5.0,21.581951141357422,21.581951141357422,21.581951141357422,21.581951141357422,12,8,1.6648953938898765e-07,1.6648953938898765e-07,1.6648953938898765e-07,1.6648953938898765e-07,0.02359200447092194,0.02359200447092194,0.02359200447092194,0.02359200447092194,0.3584824800491333,2.0,10.771540641784668,0.25,0.25,0.25,0.25,0.5273774266242981,0.3542301654815674,0.5221811532974243,0.5221811532974243,0.5221811532974243,0.5221811532974243,0.13799999654293063,0.13799999654293063,0.13799999654293063,0.13799999654293063,34.202171325683594
cat-2627933,0.005,48.480583191,5.0,21.581951141357422,21.581951141357422,21.581951141357422,21.581951141357422,12,8,7.668439914192874e-07,7.668439914192874e-07,7.668439914192874e-07,7.668439914192874e-07,0.08218596117381687,0.08218596117381687,0.08218596117381687,0.08218596117381687,0.3584824800491333,2.0,10.771540641784668,0.25,0.25,0.25,0.25,0.527377426624298,0.3542301654815674,0.5221811532974243,0.5221811532974243,0.5221811532974243,0.5221811532974243,0.1379999965429306,0.1379999965429306,0.1379999965429306,0.1379999965429306,34.20217132568359
cat-2629983,0.005,48.480583191,5.0,21.581951141357422,21.581951141357422,21.581951141357422,21.581951141357422,12,8,9.88804709188328e-07,9.88804709188328e-07,9.88804709188328e-07,9.88804709188328e-07,0.06961771773396168,0.06961771773396168,0.06961771773396168,0.06961771773396168,0.34386947205309487,2.0,11.019296063456125,0.25,0.25,0.25,0.25,0.7397253565677493,0.31142691975224096,0.5275405852665485,0.5275405852665485,0.5275405852665485,0.5275405852665485,0.13799999654293058,0.13799999654293058,0.13799999654293058,0.13799999654293058,37.25771636649101
cat-2628782,0.005,48.480583191,5.0,21.581951141357422,21.581951141357422,21.581951141357422,21.581951141357422,12,8,2.1357965535010204e-07,2.1357965535010204e-07,2.1357965535010204e-07,2.1357965535010204e-07,0.14131369850635267,0.14131369850635267,0.14131369850635267,0.14131369850635267,0.35361018049799564,2.0,10.850812207757397,0.25,0.25,0.25,0.25,0.6631345076147459,0.3391657440340765,0.5236262062244349,0.5236262062244349,0.5236262062244349,0.5236262062244349,0.1379999965429306,0.1379999965429306,0.1379999965429306,0.1379999965429306,35.178581457803624
cat-2628783,0.005,48.480583191,5.0,21.581951141357422,21.581951141357422,21.581951141357422,21.581951141357422,12,8,2.7533277115477723e-07,2.7533277115477723e-07,2.7533277115477723e-07,2.7533277115477723e-07,0.09181174958541594,0.09181174958541594,0.09181174958541594,0.09181174958541594,0.3568911194455409,2.0,10.798521275578976,0.25,0.25,0.25,0.25,0.5505021747978442,0.3495688802090211,0.5227647969179309,0.5227647969179309,0.5227647969179309,0.5227647969179309,0.13799999654293058,0.13799999654293058,0.13799999654293058,0.13799999654293058,34.534921023881346
cat-2629985,0.005,48.480583191,5.0,21.581951141357422,21.581951141357422,21.581951141357422,21.581951141357422,12,8,1.2560787026767128e-06,1.2560787026767128e-06,1.2560787026767128e-06,1.2560787026767128e-06,0.0884353925118021,0.0884353925118021,0.0884353925118021,0.0884353925118021,0.3584824800491333,2.0,10.771540641784668,0.25,0.25,0.25,0.25,0.5273774266242981,0.3542301654815674,0.5221811532974243,0.5221811532974243,0.5221811532974243,0.5221811532974243,0.1379999965429306,0.1379999965429306,0.1379999965429306,0.1379999965429306,34.202171325683594
cat-2624518,0.005,48.480583191,5.0,21.581951141357422,21.581951141357422,21.581951141357422,21.581951141357422,12,8,1.8953934606287054e-06,1.8953934606287054e-06,1.8953934606287054e-06,1.8953934606287054e-06,0.05924587561338337,0.05924587561338337,0.05924587561338337,0.05924587561338337,0.3584824800491333,2.0,10.771540641784668,0.25,0.25,0.25,0.25,0.5273774266242981,0.3542301654815674,0.5221811532974243,0.5221811532974243,0.5221811532974243,0.5221811532974243,0.1379999965429306,0.1379999965429306,0.1379999965429306,0.1379999965429306,34.202171325683594
cat-2626999,0.005,48.480583191,5.0,21.581951141357422,21.581951141357422,21.581951141357422,21.581951141357422,12,8,5.330958121145528e-07,5.330958121145528e-07,5.330958121145528e-07,5.330958121145528e-07,0.04525420980855034,0.04525420980855034,0.04525420980855034,0.04525420980855034,0.3584824800491333,2.0,10.771540641784668,0.25,0.25,0.25,0.25,0.5273774266242981,0.3542301654815674,0.5221811532974243,0.5221811532974243,0.5221811532974243,0.5221811532974243,0.1379999965429306,0.1379999965429306,0.1379999965429306,0.1379999965429306,34.202171325683594
